position,age,games_played,games_started,minutes_played_per_game,field_goals_per_game,field_goals_attempts_per_game,three_point_field_goals_per_game,three_point_field_goals_attempts_per_game,two_point_field_goals_per_game,two_point_field_goals_attempts_per_game,free_throws_per_game,free_throws_attempts_per_game,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game
C,23,13,7,16.2,2.4,4.5,0.5,0.9,1.8,3.6,0.8,1.1,1.4,3.1,4.5,1.8,0.4,0.5,1,2.2,6.1
PF,23,13,1,11.8,1.8,3.2,0.5,1.2,1.2,2,0.5,0.5,0.8,1.9,2.7,0.7,0.3,0.1,0.5,0.9,4.5
PF,22,26,8,23.8,3.2,7.8,1,3.5,2.2,4.3,0.8,1.1,1,3.2,4.2,1.3,0.7,0.3,1,1.4,8.1
PG,21,9,0,6.7,1.3,2.4,0.2,0.3,1.1,2.1,1.4,1.9,0.2,1,1.2,1.2,0.9,0.3,0.8,0.8,4.3
PG,35,15,7,18.9,3.5,8.1,0.7,2.1,2.8,5.9,1.3,1.4,0.5,1.5,2,3.5,0.5,0.1,1.4,1.2,9.1
SG,19,8,0,4.5,0.1,1.6,0.1,0.8,0,0.9,0.3,0.5,0.1,0,0.1,0.5,0.3,0,0.3,0.1,0.6
PG,27,30,28,29.4,5.8,12.3,2,5.2,3.8,7.1,1.5,2,0.3,2.7,3,6.1,0.8,0.5,1.8,2,15.1
SF,26,13,1,22.9,2.9,6.4,2.5,5.2,0.5,1.2,1,1.1,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3
C,27,28,28,34.8,7.4,12.6,0.5,1.3,6.9,11.3,3.8,5.6,3.3,8.8,12.1,7.5,0.9,0.6,3,3.1,18.9
PF,24,13,0,7,1.4,3.5,0.4,1.5,1,2.1,0.3,0.3,0.3,2,2.3,0.2,0.1,0.2,0.5,0.8,3.5
SF,25,6,0,6.3,0.8,1.2,0,0.3,0.8,0.8,0.3,0.3,0.2,1.2,1.3,0.3,0.2,0.2,0,0.5,2
PF,21,4,0,5.5,1,1.8,0.3,0.8,0.8,1,1,1,1,1,2,0.3,0,0,0.5,0.8,3.3
C,29,30,4,20.8,3.7,8,1.6,4,2.1,3.9,1.8,2.1,1.6,4.1,5.7,2,0.6,0.2,1.2,2.4,10.7
C,24,7,0,9.1,0.9,1.6,0.3,0.7,0.6,0.9,0.6,0.9,0.9,2.7,3.6,0.3,0,0.7,0.3,2,2.6
PG,23,28,0,16.5,2.9,6,1.2,2.9,1.7,3.1,0.6,0.7,0.1,1.6,1.7,2.4,0.6,0.2,0.9,1.5,7.6
PF,26,8,0,3.5,0.4,1.3,0.1,0.8,0.3,0.5,0,0.3,0,0.6,0.6,0.3,0,0,0.5,0.8,0.9
PG,30,29,29,32.1,5.1,12,1.6,4.6,3.4,7.4,2.5,2.9,0.5,2.3,2.8,6.8,1.1,0.1,1.8,2.3,14.2
SG,23,5,0,10.4,0.8,2.6,0.2,0.4,0.6,2.2,1,1.2,0.2,1.2,1.4,0.8,0.4,0.2,0,0.8,2.8
C,21,27,27,31.9,8.1,15.2,0.7,2.2,7.4,13,3.5,5,2.6,6.7,9.2,5.2,0.9,0.9,2.4,3.2,20.4
SF,20,1,0,2,0,2,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0
SG,25,30,7,23.2,5.1,11.1,1.3,3.8,3.7,7.3,3.7,4.1,0.9,1.8,2.7,3.5,0.6,0.2,1.9,1.9,15.1
SG,26,16,0,16.6,3,6.4,1.5,3.8,1.5,2.6,0.3,0.7,0.1,1.2,1.3,1.4,0.6,0.1,0.6,2.1,7.8
C,22,29,0,16,2.8,5.1,0,0.2,2.8,4.9,1.3,2.2,2.8,4.2,7,1.2,0.4,0.8,1.1,2.3,6.9
SG,20,26,25,35,5.7,14,2.1,5.8,3.7,8.2,3.2,3.9,1.3,4,5.3,3.3,0.9,0.3,2.6,3,16.8
SG,22,12,0,7.5,1.3,2.8,0.6,1.8,0.7,1.1,0.3,0.5,0.2,0.5,0.7,0.7,0.3,0,0.1,0.9,3.4
PG,27,6,6,31.8,3.2,6,0,0,3.2,6,0.2,0.7,2.7,8.2,10.8,6.7,0.5,0.8,2.5,2.7,6.5
SG,24,10,10,34.1,9.2,20.3,3.7,9.3,5.5,11,4.8,5.2,0.7,2.3,3,5.5,0.9,0.1,2.4,2,26.9
C,25,14,5,7.4,0.7,1.1,0,0,0.7,1.1,0.2,0.4,0.4,1.3,1.7,0.2,0.1,0.1,0.1,1,1.6
C,25,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SF,24,5,0,3.8,0.4,0.6,0,0.2,0.4,0.4,0,0,0,0.8,0.8,0.4,0,0.2,0.4,0.6,0.8
PG,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG,29,11,11,29.9,4.6,10.8,1.6,5.5,3,5.3,1.5,1.9,0.3,2.2,2.5,5,2,0.4,3.4,3.2,12.5
PG,26,15,0,17.8,2.5,6.2,0.6,1.9,1.9,4.3,1,1.2,0.8,2.1,2.9,3.5,0.8,0.2,0.9,2.4,6.7
SG,26,9,0,14.6,1.7,3.7,0.8,1.9,0.9,1.8,0.2,0.2,0.7,0.9,1.6,1.6,1,0.3,0.6,1.3,4.3
PG,35,21,1,16.6,1.7,3.3,0.1,0.2,1.6,3.1,0.1,0.1,0.3,1.2,1.5,3,0.3,0.1,1.3,1,3.6
PF,20,27,27,30.6,5.2,10.5,1.7,4.4,3.5,6.1,1.8,2.3,2,6.8,8.9,1.7,0.5,0.9,1.2,3.1,14
C,23,16,0,14.9,3.8,5.3,1.2,1.7,2.6,3.6,1.3,1.8,1.4,3.8,5.2,0.8,0.3,0.3,1.1,2.3,10.1
SG,19,12,0,11.3,2.3,5,1.3,2.6,1.1,2.4,0.2,0.2,0.3,0.5,0.8,0.4,0.1,0.3,0.4,0.9,6.1
PG,20,28,27,29.3,4.2,9.9,0.9,2.4,3.3,7.5,1.4,1.9,1.6,4.1,5.7,4.1,0.7,0.3,2.2,2.6,10.8
SG,21,18,0,9.4,1.2,3.2,0.3,0.9,0.9,2.3,0.7,0.9,0.8,0.7,1.4,0.9,0.6,0.4,0.8,1.4,3.4
PF,26,11,1,4.8,1,1.9,0.2,0.5,0.8,1.4,0.3,0.4,0.5,0.5,1.1,0.4,0.4,0.3,0.4,0.9,2.5
PF,22,27,27,30.5,3.9,8.2,1.4,3.6,2.5,4.7,1.2,1.6,1.8,5.1,6.9,1.6,0.3,0.6,1.6,2.6,10.5
SF,21,29,0,13.8,2.1,5.6,1.2,3.5,1,2.1,0.4,0.7,0.1,1.4,1.5,1.1,0.5,0.2,0.3,1.3,5.9
SF,27,30,30,34.7,5,12.5,2.9,8.3,2.1,4.1,1.3,1.6,0.7,4.4,5.1,3.9,0.9,0.5,1.7,2.9,14.3
SG,22,24,24,26,4.4,9.3,1.7,4.5,2.7,4.8,2,2.4,0.6,2.9,3.5,2.5,1.6,0.6,1.9,2.7,12.4
SF,24,3,0,9.7,2,4.7,1.3,3.7,0.7,1,0,0,0,0.3,0.3,1,0.3,0.3,0.3,0.3,5.3
SF,28,25,0,17.5,1.9,4.2,0.6,1.7,1.4,2.4,0.4,0.6,1.1,2.6,3.6,1.1,0.8,0.2,0.5,2.4,4.8
PF,25,28,28,36.8,9.2,19.3,3,8.5,6.2,10.7,5.5,6.9,0.8,7.7,8.5,4.3,0.9,0.5,2.9,2,26.9
PF,24,8,0,2,0.3,0.3,0,0,0.3,0.3,0,0,0.1,0.1,0.3,0,0.1,0,0.1,0.1,0.5
SG,37,6,0,3.2,0.7,0.8,0.2,0.2,0.5,0.7,0.3,0.3,0,0.3,0.3,0.5,0.2,0,0,0,1.8
SG,21,15,0,8.9,0.6,1.6,0.1,0.9,0.5,0.7,0.3,0.5,0.3,1.3,1.6,1,0.1,0.2,0.3,0.9,1.7
C,31,19,0,16.8,2.7,5.5,0.5,1.1,2.2,4.5,1.1,1.4,1.5,2,3.5,0.8,0.4,0.8,0.6,2.5,7.1
SG,22,20,18,31.6,8.8,19.6,2.4,6.3,6.5,13.3,3.9,4.6,0.3,2.7,3,2.5,0.6,0.5,1.9,2.3,23.9
SF,21,8,0,14.8,1.9,4.5,0.3,1.9,1.6,2.6,1,1.8,0.4,2.6,3,1.4,0.5,0.1,1.1,1.9,5
SF,21,29,24,26.8,4.1,8.8,0.3,1.9,3.8,6.8,1.3,2,2.6,5.2,7.8,2.3,0.9,1.1,1.7,3.3,9.8
SF,33,29,29,30.5,6,14.1,3.3,8.6,2.7,5.5,2,2.2,0.6,3.3,3.9,2.1,0.5,0.5,1.8,2,17.3
PF,32,25,0,11.2,1.6,2.2,0,0,1.6,2.2,0.4,1,1.7,1.9,3.6,0.9,0.2,0.3,0.4,1,3.5
PF,21,23,1,15.7,1.3,3.4,0.5,1.8,0.7,1.6,0.1,0.3,0.8,1.7,2.5,0.4,0.3,0.4,0.3,1.2,3.2
SF,26,28,12,23.2,2.1,4.8,1.5,3.8,0.6,1,0.3,0.4,0.5,1.6,2.1,1.1,1.7,0.9,0.6,1.1,6.1
C,25,16,6,20.4,2.8,6.9,0.6,1.9,2.2,4.9,0.4,1.1,1.5,3.1,4.6,1.6,1.3,0.8,0.9,1.7,6.4
SF,23,2,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
PF,25,28,27,24.1,4.8,8.1,1.3,3.4,3.5,4.7,1.2,1.5,1,2.6,3.6,1.3,0.5,0.6,0.8,2.1,12.1
SF,30,4,0,3.3,0.3,0.8,0,0.3,0.3,0.5,0,0,0.3,0.5,0.8,0.5,0,0,0.3,1,0.5
PF,28,27,27,33.3,8,15.6,2,4.7,6.1,10.9,4.1,4.6,1.6,7.9,9.5,3,0.9,0.6,2.8,3.3,22.2
SG,25,26,2,25.4,4.2,10.3,2.1,5.7,2,4.6,0.8,1.3,0.2,2,2.2,1.5,0.6,0.1,0.7,1,11.3
PF,24,3,0,5.7,1.3,2.7,0,0,1.3,2.7,1,1.3,0.7,1,1.7,0.7,0,0,0,0.3,3.7
PF,38,15,3,15.9,0.4,1.3,0.3,1.1,0.1,0.2,0.2,0.2,1.1,1.8,2.9,0.5,0.6,0.2,0.3,2.3,1.3
C,27,27,27,27.5,6.1,12,1.3,4.1,4.8,7.9,3.5,4.3,1.9,5.7,7.6,1.2,0.6,2.2,1.4,3.1,17.1
PF,23,8,0,2.5,0.1,0.5,0,0.4,0.1,0.1,0,0,0,0.6,0.6,0.1,0,0,0,0.6,0.3
SG,24,15,0,10.3,1.3,2.9,0.9,1.8,0.4,1.1,1.4,1.5,0.2,1.7,1.9,0.5,0.3,0.3,0.7,1.6,5
C,31,30,30,27.6,5.8,10.1,0.7,2,5,8.1,2.4,3,2.4,7.4,9.8,2.6,0.6,1.3,1.6,3.3,14.7
PF,24,10,2,16,0.7,2.5,0,0.9,0.7,1.6,0.1,0.2,1.3,2.9,4.2,0.6,0.4,0.3,0.3,1.9,1.5
PG,29,26,26,37.9,5.6,14.2,2.9,7.7,2.7,6.5,3,3.5,0.3,3.8,4.1,8.6,1.1,0.5,1.6,1.9,17.1
SG,23,23,17,29.8,6.5,14.2,2.5,7.1,4,7.1,2.4,3,0.4,2.9,3.3,2.9,0.9,0.1,1.3,1,17.9
PF,28,25,0,13.4,2.1,4.8,1.2,3,0.9,1.7,0.2,0.3,0.8,2,2.7,0.5,0.5,0.2,0.4,1.1,5.6
PG,27,5,0,25.4,2.4,6.4,0.4,3.4,2,3,0.2,0.4,0.4,0.6,1,3,1.2,0,0.4,2.4,5.4
C,33,31,31,34,7,15.5,1.1,3.9,5.9,11.6,1.6,1.8,2.7,7.6,10.4,3.4,0.8,0.7,1.7,2.6,16.7
PF,27,23,16,21.9,2,4.6,1.6,4,0.4,0.6,0.5,0.6,1.2,3.5,4.7,0.9,0.9,0.3,0.5,2.3,6
SF,22,28,28,33.6,7.5,16.5,1.3,4.8,6.2,11.6,3.9,4.7,1.1,4.7,5.8,3.9,1.1,0.3,1.7,2.3,20.3
C,26,28,0,19.1,4.7,7.5,0.5,1.6,4.1,5.9,2,2.5,1.6,2.6,4.2,1.2,0.5,0.4,1.4,2.4,11.9
SF,29,3,0,3,0.3,0.7,0.3,0.7,0,0,0,0,0,0.3,0.3,0,0.3,0,0,0.7,1
SF,21,28,0,17.8,2.7,5.8,0.5,1.9,2.2,3.9,1.3,1.8,1.7,3.4,5.1,0.7,0.7,0.4,0.9,2.2,7.3
PF,20,8,0,10.5,1.5,3.5,0.4,1.4,1.1,2.1,0.4,0.4,0.1,1.4,1.5,1.4,0.5,0.4,0.4,1.4,3.8
SG,25,17,0,21.3,5.2,10.6,2.6,5.6,2.6,5,1.7,2.2,0.2,2.5,2.6,1.6,0.6,0.4,1.5,0.9,14.6
SG,20,27,6,21.8,2.7,4.9,1,2.2,1.7,2.6,0.4,0.6,0.5,1.7,2.2,1.6,0.6,0.4,0.5,1.7,6.9
PF,25,24,13,30,5,12.1,1.9,6,3.1,6.1,1.6,2.2,1.2,4.1,5.3,2.4,1,0.9,1.5,2.7,13.6
PG,22,2,0,3,0.5,1.5,0.5,1,0,0.5,0,0,0,0.5,0.5,0,0.5,0,1,0,1.5
SF,29,20,0,17,1.5,4.2,1.2,3.5,0.3,0.8,0.5,0.7,0.5,1.6,2.1,0.5,0.4,0.4,0.7,1.6,4.5
SG,26,9,0,7.8,1,2.4,0.9,2.3,0.1,0.1,0,0,0.1,0.6,0.7,0.7,0,0.1,0,0.7,2.9
PF,23,21,0,13.4,2.5,4.8,0.3,0.9,2.2,3.9,0.8,0.9,0.9,2.4,3.3,1.8,0.4,0.3,1,1.8,6.1
SF,21,30,0,17,2.3,4.5,0.4,1.3,1.9,3.2,0.8,1.2,0.6,1.9,2.5,1,0.5,0.9,0.6,1.7,5.9
PF,20,25,25,30.2,6.9,15.9,1.4,4.9,5.6,11,3.3,4.2,2.3,8.4,10.7,2.8,1.4,3,3.3,2.5,18.5
SG,20,8,0,5.1,0.8,1.5,0,0.1,0.8,1.4,0.4,0.8,0.1,0.3,0.4,1.4,0.4,0.1,0.1,0.5,1.9
PG,35,29,10,24.1,4.6,10,0.6,2.3,4,7.7,1.6,2.4,1.6,4.8,6.4,4.7,1,0.5,2.3,2.1,11.3
PG,23,31,31,34.9,6.3,13.9,3,7.4,3.3,6.5,1.9,2.3,0.5,3.7,4.1,5,0.8,0.3,1.9,2.5,17.6
SG,29,26,26,32.5,5.5,11.2,2.8,6.5,2.8,4.7,2.7,3.1,0.7,3.2,3.9,5.2,1.2,1.3,1.7,2.2,16.6
SF,19,6,0,7.7,2.2,4.5,0.3,1.8,1.8,2.7,1,2,0.5,1.5,2,0.3,0.5,0,0.3,0.7,5.7
SG,25,25,0,12.1,1.9,3.2,0.5,1,1.4,2.2,0.7,1,0.6,1.6,2.2,0.7,0.4,0,0.6,1,5
SF,28,26,21,26.7,4.8,11.2,1,3.2,3.8,8,2.1,3,1.9,2.6,4.5,1.2,0.3,0.4,1.7,2.5,12.7
PG,25,3,0,2.7,0.7,1.7,0,0.7,0.7,1,0.7,0.7,0,0,0,0,0,0,0.3,0.3,2
PF,25,27,26,29.1,3.1,7.5,2,5.2,1.1,2.3,0.8,1.3,1.1,2.7,3.8,1.7,0.4,0.7,0.9,2.9,9.1
PF,22,24,24,32.1,6.6,13.1,1,2.9,5.6,10.2,3.1,3.5,0.4,3.7,4.1,3.8,0.9,0.3,1.7,2.7,17.4
C,21,22,0,12.5,1.4,3.5,0.8,2.1,0.6,1.3,0.6,0.6,0.5,2.8,3.3,1.3,0.3,0.1,0.5,1.6,4.1
SG,24,4,0,5.5,1.5,2.8,0,0.5,1.5,2.3,0.3,0.5,0,0,0,0.5,0.3,0,0,0.5,3.3
PF,29,17,0,15.3,2.1,3.9,0.9,1.9,1.1,2,0.2,0.6,0.7,2,2.7,1.8,0.5,0.2,0.2,1.8,5.2
C,22,19,19,26.7,5.2,7.9,0,0,5.2,7.9,2.4,3.4,4,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7
PF,22,31,21,27.5,3.7,8.2,1.4,3.4,2.3,4.9,1.3,1.7,1.1,3,4.2,1.5,0.9,0.9,1.2,1.9,10.1
C,26,6,0,19.8,2.8,4.3,0,0,2.8,4.3,1.2,1.5,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
SG,23,20,6,20.3,1.7,4.1,1.2,3.2,0.6,0.9,1,1.2,0.9,3.8,4.7,1.4,0.6,0.6,0.8,2.3,5.5
SF,22,26,8,20.1,2.8,7.1,1.2,3.5,1.7,3.6,1.2,1.4,0.6,3.3,3.9,1.5,0.4,0.3,1.3,1.8,8
PF,23,24,24,30.7,8.8,15.2,0.1,0.4,8.7,14.8,4.5,7,2,3.9,5.9,4.5,1.1,0.3,2.5,2.5,22.3
PF,23,8,0,7.1,0.9,1.4,0.3,0.4,0.6,1,0.5,0.5,0.5,0.8,1.3,0.6,0.1,0.1,0.3,0.6,2.5
C,22,18,0,14.3,3,4.2,0,0.1,3,4.2,0.8,1.3,1.4,2.8,4.2,0.7,0.2,0.6,1,2.2,6.8
PF,28,26,1,18.8,2.4,5.2,0.7,2.3,1.8,2.9,1.3,2.1,0.9,4.6,5.5,0.9,0.2,0.6,1.2,1.5,6.8
PG,31,8,0,17.6,1.4,3.8,0.5,1.4,0.9,2.4,1.8,2,0.4,2.1,2.5,4.4,1.6,0.1,0.5,0.8,5
PF,35,4,0,3.3,0.5,1,0,0,0.5,1,0,0.5,0.3,0.5,0.8,0.8,0,0,0.3,0,1
PG,25,27,27,36.3,8.9,20.4,3.6,9.2,5.3,11.2,7,8,0.5,2.6,3.1,11.2,1.3,0.2,4.2,1.9,28.3
C,25,18,6,12.6,1.9,3.8,0.2,0.7,1.8,3.1,0.3,0.4,1.7,3.2,4.8,0.7,0.2,0.6,1.1,1.7,4.4
C,31,22,0,10,0.6,1.8,0,0,0.6,1.7,0.7,1.2,1.2,1.9,3.1,1.2,0.2,0.1,0.4,1.3,1.9
C,26,29,29,26.5,5.2,8.2,0,0,5.2,8.2,1.7,2.7,3.1,6,9.1,1.1,0.2,1.4,1.1,2.8,12.1
SF,26,28,28,33.4,5.9,11.9,2.3,6,3.6,5.9,1.2,1.6,1,3,4,2.6,1.1,0.5,1.6,2.4,15.2
C,21,4,0,12.5,1.3,1.3,0,0,1.3,1.3,0.8,1,1.5,2.5,4,0.5,0,1.5,0.5,3,3.3
SG,23,27,27,29.4,6.3,14.8,1.6,4.9,4.7,9.9,4,4.9,0.8,3.6,4.4,2.4,0.4,0.3,1.9,1.9,18.3
SG,21,1,0,21,3,8,2,4,1,4,4,4,0,1,1,1,1,1,1,1,12
SG,26,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
PF,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG,24,1,0,7,2,3,0,0,2,3,0,0,1,0,1,1,0,0,1,1,4
C,24,30,12,19.9,4.6,7.8,0.1,0.3,4.5,7.5,2,2.7,2.3,3.1,5.4,1.1,0.3,0.6,1.2,1.8,11.2
SG,20,3,0,5.7,0.7,1.7,0,0.3,0.7,1.3,1.3,2,0.7,0,0.7,0.3,0,0,0,1.3,2.7
SG,22,4,0,2.3,0,0.5,0,0.3,0,0.3,0.3,0.5,0,0,0,0,0,0,0,0.3,0.3
PF,27,3,0,5.3,1.3,1.7,0,0,1.3,1.7,1.3,2,0.3,0.7,1,0.7,0,0.3,0,0.3,4
SG,25,2,0,2.5,0.5,1,0,0,0.5,1,0,0,1,0,1,0.5,1,0,0.5,0.5,1
PG,25,38,0,13.3,1.6,3.9,0.8,2.3,0.8,1.6,0.6,0.7,0.3,1.4,1.8,2,0.5,0.2,0.9,1.2,4.6
PG,24,1,0,2,1,3,0,0,1,3,0,0,1,0,1,0,0,0,0,0,2
SG,26,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
C,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PF,21,16,0,6.4,0.9,2.4,0.2,0.6,0.7,1.8,0.5,0.9,0.1,0.9,1.1,0.9,0.2,0.2,0.5,0.9,2.4
SG,25,1,0,4,1,2,0,1,1,1,0,0,0,0,0,0,1,0,0,1,2
PG,28,1,0,11,3,4,1,1,2,3,0,0,0,3,3,3,0,0,0,0,7
C,32,28,2,14.1,1.4,3.7,0.7,2.3,0.7,1.5,0.6,0.8,1,2.2,3.1,1,0.2,0.4,0.6,1.3,4.1
PF,23,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PG,25,2,0,6,0,1,0,1,0,0,0,0,0,0.5,0.5,0.5,0,0,0.5,0.5,0
SF,25,19,0,9.8,2,4.4,0.6,1.9,1.4,2.4,0.5,0.6,0.4,1.3,1.7,0.9,0.3,0.1,0.6,1,5.1
PG,23,2,0,14.5,3,4.5,0.5,0.5,2.5,4,2.5,2.5,0.5,3,3.5,3.5,0,0,1.5,0.5,9
PF,24,11,5,15.6,1.7,5,0.7,2.6,1,2.4,0.7,0.7,1.1,2.3,3.4,2.2,0.7,1,0.7,1.9,4.9
PF,29,42,42,34.5,8.3,15.9,1.1,3.6,7.1,12.3,4.2,5.5,1.4,5,6.3,4.9,0.8,0.2,2.1,2.4,21.8
PG,21,3,0,1,0.7,1,0.7,0.7,0,0.3,0,0,0,0,0,0,0,0,0,0,2
SF,19,1,0,3,0,1,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0
SF,27,4,0,3,0.5,0.8,0.5,0.8,0,0,0,0,0,0.3,0.3,0.5,0,0,0,0.5,1.5
